;estado;cidade;populacao;pib;pib_percapita
396;PARANÁ;Imbituva;28660;220502.328125;7693.72998047
397;SÃO PAULO;Alto Alegre;4267;38369.390625;8992.12011719
398;ESPIRITO SANTO;João Neiva;14621;162151.4375;11090.30957031
399;PIAUÍ;Valença do Piauí;20303;90192.671875;4442.33007812
400;MINAS GERAIS;Pompéu;29929;387824.65625;12958.16015625
401;ACRE;Epitaciolândia;14224;129641.09375;9114.25
402;MINAS GERAIS;Veríssimo;3991;77581.65625;19439.15039062
403;PIAUÍ;São João da Serra;6877;22621.08203125;3289.37988281
404;PIAUÍ;Coronel José Dias;4484;13511.09667969;3013.17993164
405;MINAS GERAIS;Cachoeira da Prata;3936;29977.31835938;7616.18994141
406;MINAS GERAIS;São Gonçalo do Pará;11246;77404.9296875;6882.89013672
407;SÃO PAULO;Bragança Paulista;145894;2389078.25;16375.44042969
408;MATO GROSSO;General Carneiro;5028;98700.0546875;19630.08007812
409;MARANHÃO;São Roberto;5217;17869.60351562;3425.26000977
410;PARÁ;Nova Esperança do Piriá;24062;69204.703125;2876.10009766
411;PARANÁ;Pato Branco;70160;1345454.625;19176.94921875
412;MINAS GERAIS;Caraí;22392;80639.375;3601.26000977
413;RIO GRANDE DO NORTE;Senador Georgino Avelino;3854;20890.93164062;5420.58007812
414;MINAS GERAIS;Resplendor;17608;154419.015625;8769.8203125
415;TOCANTINS;Pedro Afonso;10758;219720.21875;20423.890625
416;SANTA CATARINA;Timbó;35303;857392.6875;24286.6796875
417;PIAUÍ;São Gonçalo do Piauí;4485;15585.75195312;3475.08007812
418;SÃO PAULO;Vargem Grande Paulista;44754;632840.3125;14140.41992188
419;SÃO PAULO;Cássia dos Coqueiros;2737;39400.171875;14395.38964844
420;RIO GRANDE DO NORTE;Baía Formosa;8811;154971.21875;17588.38085938
421;PERNAMBUCO;Goiana;74424;634199.5625;8521.44042969
422;RIO GRANDE DO SUL;Cerro Branco;4673;54877.2421875;11743.46972656
423;PIAUÍ;Joca Marques;5614;15076.13085938;2685.44995117
424;PARANÁ;São João do Caiuá;6152;45573.4296875;7407.89990234
425;PERNAMBUCO;Iguaraci;12397;45478.7890625;3668.5300293
426;RIO GRANDE DO SUL;Garruchos;3509;218234.140625;62192.69140625
427;MATO GROSSO;Santa Carmem;4573;182842.890625;39983.140625
428;BAHIA;Itapetinga;66665;658192.25;9873.12988281
429;MINAS GERAIS;Seritinga;1818;13994.18945312;7697.56982422
430;MINAS GERAIS;Taparuba;3357;18789.33203125;5597.06005859
431;RIO GRANDE DO NORTE;Bodó;2592;16126.94140625;6221.81005859
432;RIO GRANDE DO SUL;São Vendelino;1891;28861.82617188;15262.73046875
433;MATO GROSSO DO SUL;Angélica;7465;133023.96875;17819.68945312
434;PARANÁ;Santana do Itararé;5697;45365.75;7963.08984375
435;PERNAMBUCO;Tacaratu;22231;70767.1484375;3183.26000977
436;PARANÁ;Teixeira Soares;10548;85131.5625;8070.87011719
437;SANTA CATARINA;São Joaquim;25122;309743.09375;12329.54980469
438;SANTA CATARINA;Palma Sola;8145;118605.6171875;14561.76953125
439;MATO GROSSO;Mirassol D'Oeste;25605;301727.3125;11783.91992188
440;RIO GRANDE DO SUL;Capão do Leão;24458;318006.34375;13002.13964844
441;PARÁ;Rurópolis;36068;107944.171875;2992.80004883
442;MINAS GERAIS;Machacalis;7069;37748.45703125;5340.0
443;PIAUÍ;Sussuapara;5759;23830.77539062;4138.00976562
444;GOIÁS;Hidrolândia;14718;257722.515625;17510.69921875
445;MARANHÃO;Governador Edison Lobão;14921;59880.09375;4013.13989258
446;MINAS GERAIS;Consolação;1750;10992.83691406;6281.62011719
447;MARANHÃO;Porto Franco;19503;211566.140625;10847.87988281
448;BAHIA;Umburanas;17096;48177.484375;2818.06005859
449;PARANÁ;Carambeí;17537;859779.375;49026.6015625
450;MATO GROSSO;Canabrava do Norte;5563;61282.00390625;11016.0
451;MINAS GERAIS;Muzambinho;20426;217759.796875;10660.91015625
452;SÃO PAULO;Ribeirão Preto;563107;14688064.0;26083.97070312
453;PIAUÍ;União;43135;192874.375;4471.41015625
454;MINAS GERAIS;Cascalho Rico;2938;33284.22265625;11328.87011719
455;PARANÁ;Jaguariaíva;33244;527268.25;15860.54980469
456;PERNAMBUCO;Água Preta;30792;127078.7265625;4127.0
457;MINAS GERAIS;Lontra;8332;29653.39257812;3558.97998047
458;SANTA CATARINA;Cunhataí;1948;23290.72070312;11956.21972656
459;MINAS GERAIS;Itapecerica;21200;155813.703125;7349.70019531
460;MATO GROSSO;Araputanga;16090;230694.578125;14337.75976562
461;PARANÁ;Ibema;6144;59509.87109375;9685.84960938
462;BAHIA;Brejões;12446;92945.0078125;7467.85986328
463;RIO GRANDE DO SUL;Vale do Sol;11273;167418.703125;14851.29980469
464;SANTA CATARINA;Siderópolis;12967;227415.109375;17537.99023438
465;SANTA CATARINA;Barra Velha;19861;322263.875;16225.95996094
466;GOIÁS;Nova Aurora;2209;20509.70117188;9284.61035156
467;SANTA CATARINA;Brusque;102280;2431683.25;23774.76953125
468;GOIÁS;Portelândia;3321;103158.140625;31062.36914062
469;MINAS GERAIS;Recreio;10538;59628.3125;5658.41015625
470;MINAS GERAIS;Mantena;27580;191780.390625;6953.60009766
471;SÃO PAULO;Timburi;2548;29524.6484375;11587.37988281
472;MINAS GERAIS;Wenceslau Braz;2571;16090.56835938;6258.49023438
473;RIO GRANDE DO SUL;Três Cachoeiras;11022;87440.0546875;7933.22998047
474;SÃO PAULO;Vitória Brasil;1662;17446.89453125;10497.53027344
475;PARANÁ;Guaraniaçu;16161;165406.515625;10234.91992188
476;PIAUÍ;Francisco Santos;8315;33827.109375;4068.19995117
477;SANTA CATARINA;São José do Cedro;14155;258714.359375;18277.24023438
478;PIAUÍ;Jerumenha;4490;16912.27539062;3766.64990234
479;PERNAMBUCO;Venturosa;16706;79114.109375;4735.66992188
480;SANTA CATARINA;Bom Jesus;2427;58548.26171875;24123.72070312
481;CEARÁ;Pedra Branca;42152;132454.375;3142.30004883
482;MINAS GERAIS;Dores de Campos;9821;79840.859375;8129.60986328
483;MINAS GERAIS;Malacacheta;18181;88030.6015625;4841.89990234
484;TOCANTINS;Centenário;2485;17933.32617188;7216.62988281
485;TOCANTINS;Santa Tereza do Tocantins;2390;16738.83203125;7003.70019531
486;TOCANTINS;Dois Irmãos do Tocantins;7254;57289.5703125;7897.64990234
487;BAHIA;Coaraci;22274;88990.53125;3995.26000977
488;PARANÁ;Porto Vitória;3833;35696.4375;9312.91992188
489;MINAS GERAIS;Rio Novo;9300;54647.140625;5876.04003906
490;MARANHÃO;Duque Bacelar;10827;31129.71484375;2875.18994141
491;BAHIA;Marcionílio Souza;11061;41508.33203125;3752.66992188
492;BAHIA;Queimadas;28729;95227.765625;3314.68994141
493;RONDÔNIA;São Felipe D'Oeste;6412;71718.96875;11185.12011719
494;PIAUÍ;Bom Jesus;20511;203856.984375;9938.91015625
495;SÃO PAULO;Presidente Venceslau;38439;432351.59375;11247.73046875
496;MARANHÃO;Graça Aranha;6470;23405.97070312;3617.62011719
497;RIO GRANDE DO SUL;Tunas;4551;48574.01953125;10673.25976562
498;SÃO PAULO;Vargem;7098;60099.21484375;8467.05957031
499;PARANÁ;Arapuã;4017;38814.890625;9662.66015625
500;PARANÁ;Pitangueiras;2822;36812.2421875;13044.74023438
501;TOCANTINS;Porto Nacional;46722;487393.9375;10431.79003906
502;MATO GROSSO;Campo Novo do Parecis;23784;1389985.25;58442.03125
503;PARANÁ;Adrianópolis;6856;67600.6328125;9860.0703125
504;PARAÍBA;Salgadinho;3518;12675.48339844;3603.04003906
505;RIO GRANDE DO SUL;Lajeado do Bugre;2647;23565.09570312;8902.5703125
506;MATO GROSSO;Nova Monte Verde;8602;168346.625;19570.640625
507;TOCANTINS;Colinas do Tocantins;30666;243218.171875;7931.20019531
508;ALAGOAS;Olho D'Água do Casado;8517;27759.3671875;3259.29003906
509;BAHIA;Itabela;26704;201399.09375;7541.91015625
510;RIO GRANDE DO SUL;Harmonia;3785;73449.2734375;19405.359375
511;MINAS GERAIS;Açucena;11409;52611.05078125;4611.35986328
512;RIO GRANDE DO SUL;Mariano Moro;2304;23514.30859375;10205.86035156
513;GOIÁS;Maurilândia;11604;98095.1015625;8453.55957031
514;RIO GRANDE DO SUL;Sentinela do Sul;5598;71049.21875;12691.88964844
515;CEARÁ;Ipaumirim;11999;42898.6640625;3575.18994141
516;PERNAMBUCO;Lagoa do Itaenga;20618;163927.328125;7950.68994141
517;SÃO PAULO;Itararé;51412;550863.0625;10714.6796875
518;RIO GRANDE DO SUL;Sertão Santana;6155;94106.140625;15289.37988281
519;BAHIA;Salvador;2998056;32824228.0;10948.5
520;PARANÁ;Ivaiporã;32157;324679.1875;10096.69042969
521;CEARÁ;Barbalha;53011;361385.09375;6817.16992188
522;MINAS GERAIS;Várzea da Palma;36314;602603.0625;16594.23046875
523;SÃO PAULO;Buritizal;4096;245243.796875;59873.96875
524;PARANÁ;Inajá;2876;25419.0703125;8838.33984375
525;GOIÁS;Santa Helena de Goiás;36336;511819.84375;14085.75
526;SÃO PAULO;Ubatuba;81096;843726.0625;10404.04003906
527;CEARÁ;Aracoiaba;25351;95183.4140625;3754.62011719
528;PARÁ;Novo Repartimento;55762;237766.78125;4263.95996094
529;PARANÁ;Arapongas;103025;1918444.875;18621.16015625
530;RIO GRANDE DO SUL;Butiá;20213;198340.671875;9812.53027344
531;SÃO PAULO;Macedônia;3393;37272.37109375;10985.08007812
532;BAHIA;Jussiape;8043;28544.64453125;3549.0
533;SÃO PAULO;Emilianópolis;3184;31979.79492188;10043.91015625
534;PARANÁ;Virmond;4181;39093.01953125;9350.16015625
535;SÃO PAULO;Hortolândia;205856;4855737.5;23588.02929688
536;RIO GRANDE DO NORTE;Marcelino Vieira;8331;36583.6171875;4391.25976562
537;RIO DE JANEIRO;Nilópolis;159408;1503782.75;9433.54980469
538;MARANHÃO;Barão de Grajaú;17231;73868.296875;4286.93994141
539;PARÁ;Nova Timboteua;12677;44749.25390625;3529.95996094
540;ALAGOAS;Paulo Jacinto;7772;24402.88085938;3139.85009766
541;MINAS GERAIS;Natércia;4773;46966.2890625;9839.99023438
542;PIAUÍ;Antônio Almeida;3267;22826.05273438;6986.85009766
543;PARAÍBA;Lastro;2894;12315.78808594;4255.62988281
544;PIAUÍ;Santa Cruz dos Milagres;3457;13804.08300781;3993.08007812
545;SERGIPE;Telha;2969;16041.54199219;5403.00976562
546;PIAUÍ;Ipiranga do Piauí;9739;33577.5078125;3447.73999023
547;ESPIRITO SANTO;Guarapari;104534;924333.0625;8842.41992188
548;PARANÁ;Jaboti;5307;33912.83984375;6390.20996094
549;SÃO PAULO;Miracatu;23801;169384.6875;7116.70019531
550;RIO GRANDE DO SUL;Cidreira;11885;118177.3046875;9943.40039062
551;MINAS GERAIS;São José da Safira;4069;18445.08789062;4533.08007812
552;PERNAMBUCO;Cupira;22783;92327.234375;4052.45996094
553;GOIÁS;São Luís de Montes Belos;27793;345585.90625;12434.28027344
554;MINAS GERAIS;São Félix de Minas;3484;19402.95703125;5569.16015625
555;PIAUÍ;Santo Antônio de Lisboa;5965;28596.89257812;4794.10986328
556;PARANÁ;Santo Inácio;4956;127319.7421875;25690.01953125
557;MINAS GERAIS;Tapiraí;1888;28785.10546875;15246.34960938
558;ALAGOAS;Pilar;32655;174139.0625;5332.68994141
559;CEARÁ;Missão Velha;35135;136965.046875;3898.25
560;ALAGOAS;Cacimbinhas;10182;39280.7421875;3857.86010742
561;ALAGOAS;Jacuípe;7045;29361.71679688;4167.74023438
562;RIO GRANDE DO SUL;Planalto;10734;93892.3671875;8747.19042969
563;MARANHÃO;Presidente Juscelino;12382;38451.5703125;3105.43994141
564;GOIÁS;Santa Cruz de Goiás;3680;59210.90625;16089.91992188
565;SÃO PAULO;Dolcinópolis;2272;21796.19726562;9593.40039062
566;RIO GRANDE DO NORTE;Lagoa D'Anta;6164;28359.14257812;4600.77001953
567;PERNAMBUCO;Tuparetama;8678;36445.796875;4199.79003906
568;RIO DE JANEIRO;Petrópolis;315119;5831205.0;18504.76953125
569;PERNAMBUCO;Camaragibe;143210;618538.0625;4319.10009766
570;GOIÁS;Gameleira de Goiás;3582;77272.7734375;21572.51953125
571;GOIÁS;Aragarças;17883;88645.015625;4956.93994141
572;SÃO PAULO;Lavrinhas;7002;58571.69140625;8364.99023438
573;GOIÁS;Arenópolis;3481;35280.58203125;10135.19042969
574;RIO GRANDE DO SUL;Capitão;2694;31977.71875;11869.98046875
575;MINAS GERAIS;Vargem Grande do Rio Pardo;4924;21605.60546875;4387.81982422
576;SÃO PAULO;Santos;417098;22546134.0;54054.76171875
577;MARANHÃO;Bacabeira;15574;95500.625;6132.06005859
578;PIAUÍ;Novo Santo Antônio;3547;11483.71191406;3237.58007812
579;SÃO PAULO;Itaí;24093;343309.71875;14249.36035156
580;CEARÁ;Guaramiranga;4070;25825.7578125;6345.39990234
581;BAHIA;Lençóis;10112;52895.79296875;5230.99023438
582;BAHIA;Aramari;9911;36618.66796875;3694.75
583;ESPIRITO SANTO;Ibitirama;9238;62844.390625;6802.81005859
584;MINAS GERAIS;Careaçu;6286;56834.83203125;9041.49023438
585;SÃO PAULO;Ibaté;29714;349127.375;11749.58984375
586;BAHIA;Ilhéus;219266;1925639.875;8782.20996094
587;MINAS GERAIS;São Lourenço;42688;370494.4375;8679.12011719
588;PERNAMBUCO;Araripina;79877;342256.96875;4284.79980469
589;MINAS GERAIS;Chapada Gaúcha;11368;72452.359375;6373.35986328
590;MATO GROSSO;Cotriguaçu;14965;135221.484375;9035.84960938
591;MINAS GERAIS;Vermelho Novo;4698;25643.0078125;5458.27978516
592;RIO GRANDE DO SUL;Veranópolis;26121;639887.625;24497.06054688
593;BAHIA;Antônio Gonçalves;11240;33189.3984375;2952.79003906
594;RIO GRANDE DO NORTE;José da Penha;6177;27978.04296875;4529.39013672
595;SÃO PAULO;Panorama;14577;123048.6171875;8441.29003906
596;SÃO PAULO;Águas de Santa Bárbara;5612;101069.890625;18009.59960938
597;RIO GRANDE DO SUL;Eugênio de Castro;3083;79817.078125;25889.41992188
598;GOIÁS;Buritinópolis;3573;15364.06640625;4300.04980469
599;ESPIRITO SANTO;Atilio Vivacqua;9361;98105.6171875;10480.25
600;MATO GROSSO DO SUL;Camapuã;13532;231829.265625;17131.9296875
601;SÃO PAULO;Barra do Chapéu;5358;33205.44921875;6197.35986328
602;CEARÁ;Solonópole;18025;85114.359375;4722.02001953
603;MARANHÃO;Governador Eugênio Barros;16503;51424.3125;3116.06005859
604;SANTA CATARINA;Santa Terezinha do Progresso;3062;38022.19921875;12417.44042969
605;BAHIA;Abaíra;8821;29147.60742188;3304.34008789
606;MINAS GERAIS;São João do Oriente;8128;47056.51171875;5789.43017578
607;SANTA CATARINA;Balneário Piçarras;14845;237103.515625;15971.94042969
608;GOIÁS;Paraúna;11319;259728.625;22946.25
609;CEARÁ;Crato;116759;726944.0625;6226.02001953
610;ALAGOAS;Minador do Negrão;5292;22713.8515625;4292.10986328
611;BAHIA;Souto Soares;19407;53800.0703125;2772.19995117
612;PARÁ;Sapucaia;5609;43872.1953125;7821.75
613;SANTA CATARINA;Planalto Alegre;2767;29832.25390625;10781.44042969
614;CEARÁ;Granjeiro;4999;19908.97460938;3982.59008789
615;PARAÍBA;Ingá;18784;74695.015625;3976.52001953
616;PARANÁ;Douradina;6853;205852.890625;30038.359375
617;ALAGOAS;Anadia;17740;72170.7265625;4068.25
618;RIO DE JANEIRO;São Fidélis;39256;381657.59375;9722.26953125
619;RIO GRANDE DO SUL;Portão;30802;609619.625;19791.56054688
620;GOIÁS;Americano do Brasil;4795;59193.86328125;12344.91015625
621;GOIÁS;Taquaral de Goiás;3471;31021.49609375;8937.33984375
622;RIO GRANDE DO NORTE;Areia Branca;25394;352249.375;13871.36035156
623;TOCANTINS;Presidente Kennedy;3784;56594.68359375;14956.30957031
624;RONDÔNIA;Pimenta Bueno;33984;513631.90625;15113.9296875
625;SANTA CATARINA;Petrolândia;6188;102293.9765625;16531.01953125
626;RIO DE JANEIRO;Areal;11982;196890.15625;16432.16015625
627;ALAGOAS;Senador Rui Palmeira;13110;35231.92578125;2687.40991211
628;RIO GRANDE DO SUL;Água Santa;3619;79701.8515625;22023.16992188
629;BAHIA;Barro Alto;14172;41433.265625;2923.60009766
630;BAHIA;Ibipitanga;14408;43890.1875;3046.23999023
631;SÃO PAULO;Jandira;112130;1409889.375;12573.70019531
632;PIAUÍ;São Raimundo Nonato;32215;155153.0625;4816.16992188
633;RIO GRANDE DO NORTE;Pendências;13034;104648.15625;8028.85986328
634;RIO GRANDE DO SUL;Formigueiro;7214;95122.9375;13185.87988281
635;RIO DE JANEIRO;Natividade;15406;187612.1875;12177.87011719
636;GOIÁS;Córrego do Ouro;2632;29560.24023438;11231.08984375
637;GOIÁS;Ivolândia;2738;30326.5546875;11076.16992188
638;SANTA CATARINA;Witmarsum;3584;57898.19921875;16154.62988281
639;MINAS GERAIS;Guapé;13475;110514.640625;8201.45996094
640;TOCANTINS;São Valério;5017;46077.2265625;9184.21972656
641;SÃO PAULO;São José do Barreiro;4490;31528.9453125;7022.04003906
642;SÃO PAULO;Rio Grande da Serra;41602;421630.78125;10134.87011719
643;BAHIA;Canudos;15366;53531.296875;3483.75
644;BAHIA;João Dourado;21990;97669.578125;4441.54980469
645;PARANÁ;Pérola;9665;102002.0546875;10553.75976562
646;CEARÁ;Cariús;19338;58676.28125;3034.25
647;SÃO PAULO;Areiópolis;11157;88476.9921875;7930.18017578
648;MARANHÃO;Itinga do Maranhão;26125;137673.25;5269.79003906
649;ALAGOAS;Pariconha;10539;32510.77148438;3084.81005859
650;TOCANTINS;Miracema do Tocantins;19740;560943.5625;28416.59960938
651;MINAS GERAIS;Sardoá;5477;23739.77929688;4334.45019531
652;RIO GRANDE DO SUL;Putinga;4242;65779.6953125;15506.75976562
653;RIO GRANDE DO SUL;Nova Palma;6693;130462.4375;19492.36914062
654;SERGIPE;Poço Verde;21882;98134.265625;4484.70019531
655;MINAS GERAIS;Campo Azul;4020;20342.54492188;5060.33007812
656;RIO GRANDE DO NORTE;Lagoa Salgada;7449;31882.97070312;4280.16992188
657;GOIÁS;Turvelândia;4068;175399.21875;43116.8203125
658;ESPIRITO SANTO;Divino de São Lourenço;5011;34397.96875;6864.49023438
659;PARÁ;Tucuruí;96010;2170090.0;22602.75
660;MATO GROSSO DO SUL;Caracol;5320;74384.765625;13982.09960938
661;GOIÁS;São Francisco de Goiás;5823;38083.13671875;6540.12011719
662;SERGIPE;Itabaiana;86564;665967.625;7693.35986328
663;BAHIA;Cristópolis;14279;47487.671875;3325.69995117
664;CEARÁ;Jaguaretama;18411;82730.8359375;4493.54980469
665;RIO DE JANEIRO;São João de Meriti;469827;4000292.25;8514.38964844
666;BAHIA;Ribeira do Pombal;49263;244964.375;4972.58007812
667;TOCANTINS;Filadélfia;7978;58334.25390625;7311.89013672
668;RIO GRANDE DO SUL;Capela de Santana;11617;89798.734375;7729.93994141
669;RIO GRANDE DO SUL;Restinga Seca;15885;227745.25;14337.12988281
670;PIAUÍ;São Miguel do Tapuio;19831;56574.91015625;2852.85009766
671;SÃO PAULO;Marinópolis;2158;26659.51367188;12353.80957031
672;RIO GRANDE DO SUL;Itati;2720;17316.42773438;6366.33007812
673;RIO GRANDE DO SUL;Rio dos Índios;4192;41633.12109375;9931.5703125
674;MARANHÃO;São Luís Gonzaga do Maranhão;19877;96742.3984375;4867.04980469
675;TOCANTINS;Almas;7605;40679.22265625;5349.00976562
676;PIAUÍ;Campo Alegre do Fidalgo;4647;13968.11035156;3005.83007812
677;MINAS GERAIS;Nova Porteirinha;7597;64863.109375;8537.99023438
678;MARANHÃO;São Pedro da Água Branca;11481;65256.91796875;5683.91015625
679;MINAS GERAIS;Juiz de Fora;526706;7423138.0;14093.50976562
680;SANTA CATARINA;Major Vieira;7675;126102.9140625;16430.34960938
681;PARAÍBA;São Francisco;3544;14183.72070312;4002.17993164
682;SÃO PAULO;Mococa;68718;1053969.625;15337.61035156
683;BAHIA;Retirolândia;11798;54673.390625;4634.12011719
684;RONDÔNIA;Monte Negro;12708;145329.3125;11436.04980469
685;RIO GRANDE DO SUL;Bagé;115745;1165896.5;10072.98046875
686;PARANÁ;Mandaguari;33109;427174.375;12902.05957031
687;MATO GROSSO DO SUL;Aparecida do Taboado;20623;349331.9375;16938.94921875
688;CEARÁ;Reriutaba;19444;70465.125;3624.0
689;PIAUÍ;João Costa;3315;11626.99414062;3507.38989258
690;BAHIA;Caldeirão Grande;13922;43519.43359375;3125.94995117
691;PARÁ;Cachoeira do Piriá;18777;47205.38671875;2514.0
692;PARANÁ;Itaguajé;4589;38368.25390625;8360.91992188
693;MINAS GERAIS;Bueno Brandão;11212;95530.296875;8520.36035156
694;GOIÁS;Uruana;14115;125436.234375;8886.73046875
695;MINAS GERAIS;Carmo do Rio Claro;20070;202915.625;10110.40039062
696;RIO GRANDE DO NORTE;Carnaubais;9712;54461.640625;5607.66015625
697;MINAS GERAIS;Varzelândia;19771;78314.7890625;3961.09008789
698;RONDÔNIA;Colorado do Oeste;17822;212184.0;11905.73046875
699;PARAÍBA;Picuí;19359;78050.453125;4031.73999023
700;RIO GRANDE DO SUL;Erval Seco;8196;92426.96875;11277.08007812
701;PARANÁ;Pato Bragado;4947;54275.8828125;10971.46972656
702;MINAS GERAIS;Silvianópolis;6261;61481.84765625;9819.80957031
703;SÃO PAULO;Buri;18146;246487.109375;13583.54980469
704;RIO GRANDE DO NORTE;Janduís;5562;25795.89648438;4637.87988281
705;CEARÁ;Milagres;28077;104356.4375;3716.79003906
706;GOIÁS;Mimoso de Goiás;2941;29721.85351562;10106.04003906
707;SANTA CATARINA;Águas Frias;2641;56920.30078125;21552.56054688
708;MARANHÃO;Governador Nunes Freire;24520;82837.78125;3378.37988281
709;PIAUÍ;Caxingó;5270;19456.99414062;3692.0300293
710;RIO DE JANEIRO;Comendador Levy Gasparian;8839;150088.640625;16980.26953125
711;PARANÁ;Guaíra;29664;327709.34375;11047.37988281
712;BAHIA;Santana;27259;116221.203125;4263.58984375
713;MINAS GERAIS;Mercês;10902;54027.89453125;4955.77978516
714;SÃO PAULO;Joanópolis;11169;133914.796875;11989.86035156
715;RIO DE JANEIRO;Sumidouro;15313;206854.375;13508.41992188
716;MINAS GERAIS;Morada Nova de Minas;8750;76796.5234375;8776.75
717;SANTA CATARINA;Modelo;3862;48248.37109375;12493.11035156
718;SÃO PAULO;Presidente Bernardes;15382;147201.09375;9569.70019531
719;BAHIA;Santo Amaro;58387;307409.65625;5265.04003906
720;PIAUÍ;Canavieira;4093;14949.34375;3652.41992188
721;RIO GRANDE DO SUL;Catuípe;9611;153886.890625;16011.54003906
722;MARANHÃO;São João do Soter;17326;46917.0703125;2707.89990234
723;PIAUÍ;Demerval Lobão;13232;35422.94140625;2677.07006836
724;ACRE;Manoel Urbano;7505;61478.73046875;8191.70019531
725;GOIÁS;Ipameri;24021;455039.1875;18943.390625
726;RIO GRANDE DO SUL;Palmares do Sul;11998;176851.203125;14740.05957031
727;SERGIPE;São Domingos;10555;49973.58984375;4734.58984375
728;SÃO PAULO;Anhumas;3947;37064.9296875;9390.66015625
729;TOCANTINS;Santa Rita do Tocantins;2377;32751.5625;13778.53027344
730;AMAZONAS;Rio Preto da Eva;26847;216235.546875;8054.37011719
731;SERGIPE;Japoatã;14027;77486.8359375;5524.12011719
732;PARÁ;Capitão Poço;52797;160230.15625;3034.83007812
733;RIO GRANDE DO SUL;Lagoa Vermelha;28236;408302.03125;14460.33984375
734;SÃO PAULO;Braúna;5043;40781.84375;8086.81982422
